item_id,item,engine_home,state,status,basis,rule_types,source_types,values_found,rule_ids,citations,official_links,snippet
dup.oversized.rate,Copy rate — oversized / nonstandard page,fee_profiles:duplication.oversized.rate,TX,silent,,,,,,,,
dup.oversized.rate,Copy rate — oversized / nonstandard page,fee_profiles:duplication.oversized.rate,UT,silent,,,,,,,,
dup.oversized.rate,Copy rate — oversized / nonstandard page,fee_profiles:duplication.oversized.rate,VA,silent,,,,,,,,
dup.oversized.rate,Copy rate — oversized / nonstandard page,fee_profiles:duplication.oversized.rate,WA,silent,,,,,,,,
dup.oversized.rate,Copy rate — oversized / nonstandard page,fee_profiles:duplication.oversized.rate,WI,actual_cost_or_reasonable,ceiling,Permission,Statute,,WI-0036,Wis. Stat. § 19.35(3)(b),https://docs.legis.wisconsin.gov/statutes/statutes/19/ii/35,"Where an authority provides a photograph of a record whose form does not permit copying, it may impose a fee not exceeding the actual, necessary and direct cost of photographing and photographic processing."
dup.specialty.rate,"Specialty reproduction (photos, maps, transcripts)",fee_profiles:duplication.specialty.rate,AL,silent,,,,,,,,
dup.specialty.rate,"Specialty reproduction (photos, maps, transcripts)",fee_profiles:duplication.specialty.rate,AZ,silent,,,,,,,,
dup.specialty.rate,"Specialty reproduction (photos, maps, transcripts)",fee_profiles:duplication.specialty.rate,CA,silent,,,,,,,,
dup.specialty.rate,"Specialty reproduction (photos, maps, transcripts)",fee_profiles:duplication.specialty.rate,CO,actual_cost_or_reasonable,ceiling,Permission,Statute,,CO-0017,C.R.S. § 24-72-205(5)(a),https://leg.colorado.gov/colorado-revised-statutes,"For a copy, printout, or photograph in a format other than a standard page, the custodian may charge a fee not to exceed the actual cost of providing it."
dup.specialty.rate,"Specialty reproduction (photos, maps, transcripts)",fee_profiles:duplication.specialty.rate,CT,rule_without_value,ceiling,Calculation,,,CT-0017,Conn. Gen. Stat. § 1-212(a),https://www.cga.ct.gov/current/pub/chap_014.htm,"Where a copy requires a transcription, or a person requests a transcription of a public record, the transcription fee shall not exceed the agency's cost."
dup.specialty.rate,"Specialty reproduction (photos, maps, transcripts)",fee_profiles:duplication.specialty.rate,FL,actual_cost_or_reasonable,fixed,Calculation,,,FL-0022 FL-0026 FL-0027 FL-0025,"§ 119.07(4)(a)3., Fla. Stat. | § 119.07(4)(d), Fla. Stat. | § 119.07(4)(e)1., Fla. Stat. | § 119.07(4)(e)2., Fla. Stat.",https://www.flsenate.gov/Laws/Statutes/2024/119.07,"For all copies other than standard-size paper copies, the agency charges the actual cost of duplication of the public record."
dup.specialty.rate,"Specialty reproduction (photos, maps, transcripts)",fee_profiles:duplication.specialty.rate,GA,silent,,,,,,,,
dup.specialty.rate,"Specialty reproduction (photos, maps, transcripts)",fee_profiles:duplication.specialty.rate,ID,silent,,,,,,,,
dup.specialty.rate,"Specialty reproduction (photos, maps, transcripts)",fee_profiles:duplication.specialty.rate,IL,value_present,ceiling,Calculation,,$100 | $20 | $40,IL-0029 IL-0038,5 ILCS 140/6(a-5) | 5 ILCS 140/6(b),https://www.ilga.gov/documents/legislation/ilcs/documents/000501400K6.htm,"For copies in color or in a size other than letter/legal, a public body may not charge more than its actual cost of reproduction."
dup.specialty.rate,"Specialty reproduction (photos, maps, transcripts)",fee_profiles:duplication.specialty.rate,IN,actual_cost_or_reasonable,soft-standard,Permission,,,IN-0018,Ind. Code § 5-14-3-8(h),https://iga.in.gov/laws/2025/ic/titles/5#5-14-3-8,An agency may charge any reasonable fee agreed on in an enhanced-access contract under section 3.5 for providing enhanced access to public records.
dup.specialty.rate,"Specialty reproduction (photos, maps, transcripts)",fee_profiles:duplication.specialty.rate,KS,silent,,,,,,,,
dup.specialty.rate,"Specialty reproduction (photos, maps, transcripts)",fee_profiles:duplication.specialty.rate,LA,silent,,,,,,,,
dup.specialty.rate,"Specialty reproduction (photos, maps, transcripts)",fee_profiles:duplication.specialty.rate,MA,silent,,,,,,,,
dup.specialty.rate,"Specialty reproduction (photos, maps, transcripts)",fee_profiles:duplication.specialty.rate,MI,silent,,,,,,,,
dup.specialty.rate,"Specialty reproduction (photos, maps, transcripts)",fee_profiles:duplication.specialty.rate,MN,silent,,,,,,,,
dup.specialty.rate,"Specialty reproduction (photos, maps, transcripts)",fee_profiles:duplication.specialty.rate,MO,silent,,,,,,,,
dup.specialty.rate,"Specialty reproduction (photos, maps, transcripts)",fee_profiles:duplication.specialty.rate,NC,delegated_to_regulation_or_schedule,soft-standard,Permission,Statute,,NC-0021 NC-0029,N.C. Gen. Stat. § 132-6.2(b) | N.C. Gen. Stat. § 132-6.2(e),https://www.ncleg.gov/EnactedLegislation/Statutes/HTML/BySection/Chapter_132/GS_132-6.2.html,"Where a request requires extensive use of information technology resources or extensive clerical/supervisory assistance, the agency may charge a reasonable special service charge (based on actual cost) in addition to dup"
dup.specialty.rate,"Specialty reproduction (photos, maps, transcripts)",fee_profiles:duplication.specialty.rate,NE,silent,,,,,,,,
dup.specialty.rate,"Specialty reproduction (photos, maps, transcripts)",fee_profiles:duplication.specialty.rate,NJ,silent,,,,,,,,
dup.specialty.rate,"Specialty reproduction (photos, maps, transcripts)",fee_profiles:duplication.specialty.rate,NV,value_present,ceiling,Calculation,,50 cents,NV-0024 NV-0025,Nev. Rev. Stat. § 239.052(4) | Nev. Rev. Stat. § 239.053(1),https://www.leg.state.nv.us/nrs/nrs-239.html,The fee for a copy of a record in the custody of a governmental law library must not exceed 50 cents per page.
dup.specialty.rate,"Specialty reproduction (photos, maps, transcripts)",fee_profiles:duplication.specialty.rate,NY,silent,,,,,,,,
dup.specialty.rate,"Specialty reproduction (photos, maps, transcripts)",fee_profiles:duplication.specialty.rate,OH,value_present,ceiling,Calculation,Statute,$75 | $750 | five dollars,OH-0019,Ohio Rev. Code § 149.43(B)(1),https://codes.ohio.gov/ohio-revised-code/section-149.43,"A law enforcement agency or prosecuting attorney's office may charge the actual cost of preparing a video record, not to exceed $75 per hour of video produced and not to exceed $750 total."
dup.specialty.rate,"Specialty reproduction (photos, maps, transcripts)",fee_profiles:duplication.specialty.rate,OK,silent,,,,,,,,
dup.specialty.rate,"Specialty reproduction (photos, maps, transcripts)",fee_profiles:duplication.specialty.rate,OR,silent,,,,,,,,
dup.specialty.rate,"Specialty reproduction (photos, maps, transcripts)",fee_profiles:duplication.specialty.rate,PA,defers_to_city,soft-standard,Permission,Statute,,PA-0045,65 P.S. § 67.1307(e),https://www.legis.state.pa.us/WU01/LI/LI/US/HTM/2008/0/0003..HTM,"If an agency offers enhanced electronic access to records in addition to the inspection-and-duplication access required by the act, it may establish user fees specifically for the provision of that enhanced electronic ac"
dup.specialty.rate,"Specialty reproduction (photos, maps, transcripts)",fee_profiles:duplication.specialty.rate,SC,silent,,,,,,,,
dup.specialty.rate,"Specialty reproduction (photos, maps, transcripts)",fee_profiles:duplication.specialty.rate,TN,value_present,ceiling,Calculation,Official Guidance,$0.50 | 50 cents,TN-0030,OORC Schedule of Reasonable Charges § II.A,https://www.comptroller.tn.gov/content/dam/cot/orc/documents/oorc/policies-and-guidelines/ScheduleofReasonableCharges.pdf,"For each standard 8.5x11 or 8.5x14 color copy produced, a records custodian may assess a per-page charge of up to 50 cents ($0.50)."
dup.specialty.rate,"Specialty reproduction (photos, maps, transcripts)",fee_profiles:duplication.specialty.rate,TX,silent,,,,,,,,
dup.specialty.rate,"Specialty reproduction (photos, maps, transcripts)",fee_profiles:duplication.specialty.rate,UT,silent,,,,,,,,
dup.specialty.rate,"Specialty reproduction (photos, maps, transcripts)",fee_profiles:duplication.specialty.rate,VA,silent,,,,,,,,
dup.specialty.rate,"Specialty reproduction (photos, maps, transcripts)",fee_profiles:duplication.specialty.rate,WA,rule_without_value,,Permission,,,WA-0029,RCW 42.56.120(3),https://app.leg.wa.gov/RCW/default.aspx?cite=42.56.120,An agency may impose a customized service charge for a request that requires information-technology expertise to prepare data compilations or provide customized electronic access not used by the agency for other purposes
dup.specialty.rate,"Specialty reproduction (photos, maps, transcripts)",fee_profiles:duplication.specialty.rate,WI,actual_cost_or_reasonable,ceiling,Permission,Statute,,WI-0036,Wis. Stat. § 19.35(3)(b),https://docs.legis.wisconsin.gov/statutes/statutes/19/ii/35,"Where an authority provides a photograph of a record whose form does not permit copying, it may impose a fee not exceeding the actual, necessary and direct cost of photographing and photographic processing."
dup.tiers,Graduated page bands (per-page rate by volume),fee_profiles:duplication.*.tiers,AL,silent,,,,,,,,
dup.tiers,Graduated page bands (per-page rate by volume),fee_profiles:duplication.*.tiers,AZ,rule_without_value,soft-standard,Permission,,,AZ-0018,Ariz. Rev. Stat. § 39-121.01(D)(1),https://www.azleg.gov/ars/39/00121-01.htm,"The custodian may charge a fee for furnishing copies, printouts or photographs if the facilities are available; the statute sets no rate."
dup.tiers,Graduated page bands (per-page rate by volume),fee_profiles:duplication.*.tiers,CA,silent,,,,,,,,
dup.tiers,Graduated page bands (per-page rate by volume),fee_profiles:duplication.*.tiers,CO,value_present,ceiling,Permission/Prohibition,Statute,twenty-five cents,CO-0016 CO-0019,C.R.S. § 24-72-205(5)(a) | C.R.S. § 24-72-205(6)(a),https://leg.colorado.gov/colorado-revised-statutes,The custodian may charge a fee not to exceed twenty-five cents per standard page for a copy of a public record.
dup.tiers,Graduated page bands (per-page rate by volume),fee_profiles:duplication.*.tiers,CT,value_present,ceiling,Calculation,,twenty-five cents,CT-0015 CT-0016,Conn. Gen. Stat. § 1-212(a)(A) | Conn. Gen. Stat. § 1-212(a)(B),https://www.cga.ct.gov/current/pub/chap_014.htm,"For all public agencies other than state offices/agencies, the fee for a copy of a public record shall not exceed fifty cents per page."
dup.tiers,Graduated page bands (per-page rate by volume),fee_profiles:duplication.*.tiers,FL,value_present,ceiling,Calculation,,15 cents | 5 cents,FL-0020 FL-0021,"§ 119.07(4)(a)1., Fla. Stat. | § 119.07(4)(a)2., Fla. Stat.",https://www.flsenate.gov/Laws/Statutes/2024/119.07,"For duplicated copies of records not larger than 14 by 8.5 inches, the agency may charge up to 15 cents per one-sided copy."
dup.tiers,Graduated page bands (per-page rate by volume),fee_profiles:duplication.*.tiers,GA,value_present,ceiling,Requirement,,10 cents,GA-0018 GA-0017,O.C.G.A. § 50-18-71(c)(1) | O.C.G.A. § 50-18-71(c)(2),https://georgialibraries.org/librarylaws/Georgia%20Open%20Records%20Act%20(O.C.G.A.%20%C2%A7%C2%A7%2050-18-70%20through%2050-18-74).pdf,"In addition to labor charges, an agency may charge for copying, not to exceed 10 cents per page for letter or legal size documents, or the actual cost of producing the copy for other document types."
dup.tiers,Graduated page bands (per-page rate by volume),fee_profiles:duplication.*.tiers,ID,rule_without_value,fixed,Calculation,,,ID-0017,Idaho Code § 74-102(10)(a),https://legislature.idaho.gov/statutesrules/idstat/Title74/T74CH1/SECT74-102/,No fee shall be charged for the first two (2) hours of labor in responding to a resident's public records request.
dup.tiers,Graduated page bands (per-page rate by volume),fee_profiles:duplication.*.tiers,IL,value_present,fixed,Calculation/Prohibition,,15 cents | 50 pages | 8 hours,IL-0028 IL-0027 IL-0036,5 ILCS 140/6(b) | 5 ILCS 140/6(f),https://www.ilga.gov/documents/legislation/ilcs/documents/000501400K6.htm,"The fee for black-and-white, letter- or legal-sized copies (after the free 50) may not exceed 15 cents per page."
dup.tiers,Graduated page bands (per-page rate by volume),fee_profiles:duplication.*.tiers,IN,value_present,ceiling,Calculation,,$0.10 | $0.25 | ten cents | twenty-five cents,IN-0015,Ind. Code § 5-14-3-8(b)-(d),https://iga.in.gov/laws/2025/ic/titles/5#5-14-3-8,"The fee for copying documents may not exceed the greater of ten cents ($0.10) per non-color page or twenty-five cents ($0.25) per color page, or the agency's actual cost."
dup.tiers,Graduated page bands (per-page rate by volume),fee_profiles:duplication.*.tiers,KS,silent,,,,,,,,
dup.tiers,Graduated page bands (per-page rate by volume),fee_profiles:duplication.*.tiers,LA,defers_to_city,soft-standard,Permission,Statute,,LA-0021,La. R.S. 44:32(C)(1)(a),https://www.legis.la.gov/Legis/Law.aspx?d=99691,The custodian may establish and collect reasonable fees for making copies of public records.
dup.tiers,Graduated page bands (per-page rate by volume),fee_profiles:duplication.*.tiers,MA,value_present,fixed,Calculation,Statute,2 hours | 4 hours | 5 cents,MA-0030 MA-0034 MA-0035,"M.G.L. c. 66, § 10(d)(i) | M.G.L. c. 66, § 10(d)(ii)(B) | M.G.L. c. 66, § 10(d)(iii)(B)",https://malegislature.gov/Laws/GeneralLaws/PartI/TitleX/Chapter66/Section10,"The fee for standard black-and-white paper copies or printouts shall not exceed 5 cents per page, for both single- and double-sided copies."
dup.tiers,Graduated page bands (per-page rate by volume),fee_profiles:duplication.*.tiers,MI,value_present,ceiling,Calculation,,10 cents,MI-0038,Mich. Comp. Laws § 15.234(1)(d),https://www.legislature.mi.gov/Laws/MCL?objectName=MCL-15-234,"The charge for paper copies must not exceed 10 cents per sheet for copies made on 8.5x11 or 8.5x14 paper, calculated as a total cost per sheet."
dup.tiers,Graduated page bands (per-page rate by volume),fee_profiles:duplication.*.tiers,MN,value_present,ceiling,Calculation/Permission,,25 cents,MN-0009 MN-0010,"Minn. Stat. § 13.03, subd. 3(c) | Minn. Stat. § 13.04, subd. 3",https://www.revisor.mn.gov/statutes/cite/13.03 https://www.revisor.mn.gov/statutes/cite/13.04,"For requests of 100 or fewer black-and-white letter/legal-size paper copies, actual costs may not be used; the entity may charge no more than 25 cents per page copied."
dup.tiers,Graduated page bands (per-page rate by volume),fee_profiles:duplication.*.tiers,MO,value_present,ceiling,Calculation,,ten cents,MO-0018,"§ 610.026.1(1), RSMo",https://revisor.mo.gov/main/OneSection.aspx?section=610.026,Fees for copying public records provided in paper form shall not exceed ten cents per page for a paper copy not larger than nine by fourteen inches.
dup.tiers,Graduated page bands (per-page rate by volume),fee_profiles:duplication.*.tiers,NC,silent,,,,,,,,
dup.tiers,Graduated page bands (per-page rate by volume),fee_profiles:duplication.*.tiers,NE,rule_without_value,fixed,Prohibition,Statute,,NE-0020,Neb. Rev. Stat. § 84-712(1),https://nebraskalegislature.gov/laws/statutes.php?statute=84-712,"For a Nebraska resident's request, the actual added cost used to calculate a fee shall not include any charge for existing salary/pay obligations for the first eight cumulative hours of searching, identifying, physically"
dup.tiers,Graduated page bands (per-page rate by volume),fee_profiles:duplication.*.tiers,NJ,silent,,,,,,,,
dup.tiers,Graduated page bands (per-page rate by volume),fee_profiles:duplication.*.tiers,NV,delegated_to_regulation_or_schedule,ceiling,Permission,,,NV-0020,Nev. Rev. Stat. § 239.052(1),https://www.leg.state.nv.us/nrs/nrs-239.html,"A governmental entity may charge a fee for a copy, but the fee must not exceed the actual cost to provide the copy unless a specific statute or regulation sets the fee."
